"","id","Le","vza","GF0_360","cc"
"1","DSCN6486.JPG",2,"15",0.367053103964099,0.632946896035901
"2","DSCN6488.JPG",0.45,"15",0.810508601346298,0.189491398653702
"3","DSCN6489.JPG",1.58,"15",0.455890052356021,0.544109947643979
"4","DSCN6486.JPG",2.34,"30",0.291173612302064,0.708826387697936
"5","DSCN6488.JPG",1.12,"30",0.562782255759447,0.437217744240553
"6","DSCN6489.JPG",2.01,"30",0.345552506716972,0.654447493283028
"7","DSCN6486.JPG",2.33,"45",0.256778989439592,0.743221010560408
"8","DSCN6488.JPG",1.43,"45",0.44171748755319,0.55828251244681
"9","DSCN6489.JPG",2.47,"45",0.244814546832739,0.755185453167261
"10","DSCN6486.JPG",2.1,"60",0.24732342284211,0.75267657715789
"11","DSCN6488.JPG",1.56,"60",0.355974834963022,0.644025165036978
"12","DSCN6489.JPG",2.4,"60",0.206123740507272,0.793876259492728
